#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
A2M	SERPINE1	9606.ENSP00000323929	9606.ENSP00000223095	0	0	0	0	0	0	0	0.718	0.718
A2M	TTR	9606.ENSP00000323929	9606.ENSP00000237014	0	0	0	0	0.163	0.046	0	0.710	0.748
A2M	MMP7	9606.ENSP00000323929	9606.ENSP00000260227	0	0	0	0	0	0	0.600	0.329	0.720
A2M	CP	9606.ENSP00000323929	9606.ENSP00000264613	0	0	0	0	0.121	0	0	0.788	0.806
A2M	ALB	9606.ENSP00000323929	9606.ENSP00000295897	0	0	0	0	0.121	0.152	0	0.920	0.935
A2M	PLG	9606.ENSP00000323929	9606.ENSP00000308938	0	0	0	0	0.108	0.213	0	0.827	0.868
A2M	MMP1	9606.ENSP00000323929	9606.ENSP00000322788	0	0	0	0	0	0	0.600	0.721	0.883
A2M	GIG25	9606.ENSP00000323929	9606.ENSP00000376793	0	0	0	0	0.066	0	0	0.784	0.790
A2M	SERPINA1	9606.ENSP00000323929	9606.ENSP00000416066	0	0	0	0	0.121	0	0	0.877	0.888
A2M	SERPINC1	9606.ENSP00000323929	9606.ENSP00000356671	0	0	0	0	0.166	0	0	0.880	0.895
ABCA4	RPE65	9606.ENSP00000359245	9606.ENSP00000262340	0	0	0	0	0.049	0	0	0.808	0.809
ABCC3	ALB	9606.ENSP00000285238	9606.ENSP00000295897	0	0	0	0	0.065	0	0.900	0.265	0.925
ACTG2	MYH14	9606.ENSP00000386857	9606.ENSP00000470298	0	0	0	0	0.062	0.255	0.600	0.476	0.833
ADH1C	UGT2A3	9606.ENSP00000426083	9606.ENSP00000251566	0	0	0	0	0.172	0	0.650	0.198	0.747
ADH1C	MAOB	9606.ENSP00000426083	9606.ENSP00000367309	0	0	0	0	0.093	0	0.650	0.240	0.738
AGR2	AGR3	9606.ENSP00000391490	9606.ENSP00000308606	0	0	0	0.962	0.758	0	0	0.823	0.766
AGR2	TFF3	9606.ENSP00000391490	9606.ENSP00000430690	0	0	0	0	0.532	0	0	0.516	0.764
AGXT	SPTLC3	9606.ENSP00000302620	9606.ENSP00000381968	0	0	0	0	0.053	0	0.800	0.101	0.814
AGXT	HOGA1	9606.ENSP00000302620	9606.ENSP00000359680	0.078	0	0	0	0.269	0	0.900	0.861	0.989
AHSG	ST6GALNAC2	9606.ENSP00000393887	9606.ENSP00000225276	0	0	0	0	0.060	0	0	0.816	0.819
AHSG	TTR	9606.ENSP00000393887	9606.ENSP00000237014	0	0	0	0	0.693	0	0	0.602	0.872
AHSG	FABP1	9606.ENSP00000393887	9606.ENSP00000295834	0	0	0	0	0.621	0	0	0.263	0.709
AHSG	ALB	9606.ENSP00000393887	9606.ENSP00000295897	0	0	0	0	0.959	0.158	0	0.754	0.990
AHSG	APOA4	9606.ENSP00000393887	9606.ENSP00000350425	0	0	0	0	0.654	0	0	0.557	0.840
AHSG	SERPINC1	9606.ENSP00000393887	9606.ENSP00000356671	0	0	0	0	0.800	0	0	0.493	0.894
AHSG	SERPINA1	9606.ENSP00000393887	9606.ENSP00000416066	0	0	0	0	0.277	0	0	0.684	0.762
AK7	AMPD3	9606.ENSP00000267584	9606.ENSP00000379802	0	0	0	0	0	0	0.650	0.248	0.725
AK7	AK8	9606.ENSP00000267584	9606.ENSP00000298545	0	0	0	0	0.063	0.174	0.300	0.793	0.873
AK8	AMPD3	9606.ENSP00000298545	9606.ENSP00000379802	0	0	0	0	0	0	0.650	0.286	0.739
ALB	CEACAM5	9606.ENSP00000295897	9606.ENSP00000221992	0	0	0	0	0	0	0	0.710	0.710
ALB	TTR	9606.ENSP00000295897	9606.ENSP00000237014	0	0	0	0	0.297	0.348	0	0.887	0.943
ALB	CP	9606.ENSP00000295897	9606.ENSP00000264613	0	0	0	0	0.167	0	0	0.916	0.927
ALB	FABP1	9606.ENSP00000295897	9606.ENSP00000295834	0	0	0	0	0.590	0	0	0.599	0.828
ALB	LCN2	9606.ENSP00000295897	9606.ENSP00000362108	0	0	0	0	0.062	0	0	0.703	0.709
ALB	PLG	9606.ENSP00000295897	9606.ENSP00000308938	0	0	0	0	0.260	0.073	0	0.749	0.813
ALB	GFAP	9606.ENSP00000295897	9606.ENSP00000468500	0	0	0	0	0	0.153	0	0.810	0.832
ALB	NR1H4	9606.ENSP00000295897	9606.ENSP00000447149	0	0	0	0	0.234	0.058	0.650	0.464	0.846
ALB	SERPINC1	9606.ENSP00000295897	9606.ENSP00000356671	0	0	0	0	0.600	0.104	0	0.819	0.929
ALB	CAV1	9606.ENSP00000295897	9606.ENSP00000339191	0	0	0	0	0	0	0	0.931	0.931
ALB	SERPINA1	9606.ENSP00000295897	9606.ENSP00000416066	0	0	0	0	0.287	0.254	0	0.919	0.954
ALB	GCG	9606.ENSP00000295897	9606.ENSP00000387662	0	0	0	0	0	0	0	0.988	0.988
ALDOB	HKDC1	9606.ENSP00000363988	9606.ENSP00000346643	0	0	0	0	0.117	0	0.600	0.561	0.831
AMPD3	GMPR	9606.ENSP00000379802	9606.ENSP00000259727	0.060	0	0	0	0.073	0.157	0.900	0.584	0.963
ANXA1	TGM2	9606.ENSP00000366109	9606.ENSP00000355330	0	0	0	0	0.092	0.267	0	0.643	0.742
AOC1	MAOB	9606.ENSP00000411613	9606.ENSP00000367309	0	0	0	0	0.057	0	0.800	0.548	0.907
APOA4	RBP2	9606.ENSP00000350425	9606.ENSP00000232217	0	0	0	0	0.352	0	0.650	0.286	0.824
APOA4	TTR	9606.ENSP00000350425	9606.ENSP00000237014	0	0	0	0	0.189	0.207	0.300	0.610	0.801
APOA4	FABP1	9606.ENSP00000350425	9606.ENSP00000295834	0	0	0	0	0.696	0	0	0.473	0.833
APOA4	NR1H4	9606.ENSP00000350425	9606.ENSP00000447149	0	0	0	0	0.660	0	0	0.383	0.781
APOA4	SERPINC1	9606.ENSP00000350425	9606.ENSP00000356671	0	0	0	0	0.695	0.102	0	0.420	0.827
AQP1	AQP3	9606.ENSP00000311165	9606.ENSP00000297991	0	0	0.409	0.643	0	0	0.600	0.926	0.768
AQP1	AQP4	9606.ENSP00000311165	9606.ENSP00000372654	0	0	0.449	0.911	0.226	0	0.600	0.934	0.715
AQP3	AQP4	9606.ENSP00000297991	9606.ENSP00000372654	0	0	0.427	0.634	0	0	0.600	0.902	0.771
AQP4	CLDN5	9606.ENSP00000372654	9606.ENSP00000385477	0	0	0	0	0.213	0	0	0.660	0.721
AQP4	GFAP	9606.ENSP00000372654	9606.ENSP00000468500	0	0	0	0	0.658	0	0	0.743	0.908
